id,ownerAgencyName,name,applications,projectStatus,businessValue,projectRisk,lifecycleCustom:plan,lifecycleCustom:phaseIn,lifecycleCustom:phaseOut,lifecycleCustom:endOfLife,lifecycleCustom:actualCompletion
28c81519-a0bb-4385-8530-0c4a12624184,Health (Dept) / Environmental Health Administration,DOH EHB Safe Drinking Water Management System,Safe Drinking Water Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
2978de67-b432-49e1-a7f2-f39cad28a76e,Health (Dept) / Environmental Health Administration,DOH EHB SDWIS Operations and Maintenance Support,Safe Drinking Water Information System,,largeBusinessBenefit,lowProjectRisk,,,,,
b85c1c00-991b-4fa0-bf35-f88ea8813dc9,Health (Dept) / Environmental Health Administration,DOH EHB Solid Waste Information Management System,Solid Hazardous Waste Management Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
405e6cd2-f688-4653-a8fa-37a7b3338c2f,Health (Dept) / Environmental Health Administration,DOH EHL Air Monitoring and Reporting System,DOH Clean Air Management Information Systems,,largeBusinessBenefit,moderateProjectRisk,,,,,
7912b2f8-6d46-4182-9692-69b5d698a7f2,Health (Dept) / Environmental Health Administration,DOH EHL STARLIMS Annual Maintenance,DOH Laboratory Information Management System (Starlims),,largeBusinessBenefit,moderateProjectRisk,,,,,
e7a738c2-b596-445e-8ff0-b8ce64adc7c6,Health (Dept) / Environmental Health Administration,DOH EHL State Lab IT Related Recurring Maintenance,DOH Laboratory Information Management System (Starlims),,littleBusinessBenefit,lowProjectRisk,,,,,
3333adde-6a38-44ab-89d6-f16df3db80f4,Health (Dept) / Environmental Health Administration,DOH EHL State Lab Results Dashboard Enhancement,DOH Laboratory Information Management System (Starlims),,largeBusinessBenefit,moderateProjectRisk,,,,,
708327aa-d5e8-4c70-91df-4379abf92dbb,Health (Dept) / Environmental Health Administration,DOH EHL Upgrade Data Loggers for Air Sampling Monitoring,DOH Laboratory Information Management System (Starlims),,largeBusinessBenefit,lowProjectRisk,,,,,
1f366238-5793-47b6-9d87-69ad035f25fb,Health (Dept) / Environmental Health Administration,DOH EHS Food Safety Inspection and Complaint Tracking System,DOH Environmental Health Services Systems,,significantBusinessBenefit,moderateProjectRisk,,,,,
eae19efe-506d-4a5d-9f1c-6eefeadab972,Health (Dept) / Environmental Health Administration,DOH EHS Sanitary Survey Inspection System,Safe Drinking Water Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
7dbdb2c0-a49a-4733-b2a5-dac56d168d30,Health (Dept) / Environmental Health Administration,DOH EHS Vector Control Asset MIS,DOH Environmental Health Services Systems,,largeBusinessBenefit,moderateProjectRisk,,,,,
d117816e-8f9e-4bbb-90bb-08c26b7b4ce7,Health (Dept) / Health Resources Administration,DOH DH Re-engineer the Vital Statistics System (Phase I),DOH Electronic Birth Reporting System (EBRS);DOH Electronic Death Reporting System (EDRS);DOH Electronic Marriage Application and License Reporting System;Vital Statistics System (VSS),,significantBusinessBenefit,highProjectRisk,,,,,
4f759ce5-b9db-4744-a247-384853bda370,Health (Dept) / Health Resources Administration,DOH DH Telehealth Pilot Project,Telehealth Initiatives,,littleBusinessBenefit,lowProjectRisk,,,,,
9fafe276-8ad1-4c6e-bd4f-22c07d660e6b,Health (Dept) / Health Resources Administration,DOH DR Mediware Case Management System Hosting and Support,DOH Executive Office of Aging Client Management System,,largeBusinessBenefit,moderateProjectRisk,,,,,
42d617db-4140-4c2e-b390-ae4f464aa917,Health (Dept) / Health Resources Administration,DOH DR TeleHealth Pilot Project,,,littleBusinessBenefit,lowProjectRisk,,,,,
d81c8936-5418-424f-a5b2-573925d98141,Health (Dept) / Health Resources Administration,DOH HR Alert Notification Hosted solution,DOH Emergency Response Support Systems,,largeBusinessBenefit,lowProjectRisk,,,,,
c39d7263-9863-4d80-9e24-b6d1417cabbc,Health (Dept) / Health Resources Administration,DOH HR Convert TB Xray Viewer to web base,TB Screening / Registry (TIMS/TBMIS),,largeBusinessBenefit,moderateProjectRisk,,,,,
049789a3-31f1-4600-8fe2-83e67d520738,Health (Dept) / Health Resources Administration,DOH HR CORES RMS Volunteer Management System for ESAR-VHP,DOH Emergency Response Support Systems,,littleBusinessBenefit,lowProjectRisk,,,,,
b25c3a8b-4f61-4ecf-b6a7-2145351ab8fb,Health (Dept) / Health Resources Administration,DOH HR Early Intervention Management Information System,DOH Early Intervention Services,,largeBusinessBenefit,moderateProjectRisk,,,,,
2bac1cd0-b967-4b6d-83fe-de3d1d123119,Health (Dept) / Health Resources Administration,DOH HR EMMS replacement radios to be P25 compliant,DOH HI Emergency Medical Svc Info Management System (HEMIS),,largeBusinessBenefit,moderateProjectRisk,,,,,
85d6e5ea-a7ff-4543-a065-bb8d90e6abce,Health (Dept) / Health Resources Administration,DOH HR Enhance TB Screening system,TB Screening / Registry (TIMS/TBMIS),,largeBusinessBenefit,lowProjectRisk,,,,,
6e6b0cee-b890-4d66-9f42-d02c1fe0ebe8,Health (Dept) / Health Resources Administration,DOH HR ETeam - Incident Management Application System,DOH Emergency Response Support Systems,,largeBusinessBenefit,lowProjectRisk,,,,,
409502ad-5840-41d7-a934-fe1f3f88c55e,Health (Dept) / Health Resources Administration,DOH HR eWIC Electronic Benefit Transfer System,"Women, Infant Child (WIC) Food vouchering system (HiWIC)",,significantBusinessBenefit,moderateProjectRisk,,,,,
3c9fb023-8081-4a86-8b99-1314ed9b0872,Health (Dept) / Health Resources Administration,DOH HR Hawaii Immunization Registry Technical Support,DOH Hawaii Immunization Registry (HIR),,significantBusinessBenefit,moderateProjectRisk,,,,,
e6301f68-2cad-408e-a3b3-9ebf85f9287c,Health (Dept) / Health Resources Administration,DOH HR HCFMIS Development (Phase I),DOH Health Care Facilities Management System,,largeBusinessBenefit,moderateProjectRisk,,,,,
2ebdaef1-54f9-4dd8-9442-938d3603f2f3,Health (Dept) / Health Resources Administration,DOH HR HCFMIS Hardware Upgrade,,,littleBusinessBenefit,lowProjectRisk,,,,,
4cb97997-ad72-49e8-9403-ac58626059cb,Health (Dept) / Health Resources Administration,DOH HR HEMIS Hosting Services and Maintenance Support,DOH HI Emergency Medical Svc Info Management System (HEMIS),,significantBusinessBenefit,moderateProjectRisk,,,,,
e8d22cce-ce54-448f-ab75-cedff212cca4,Health (Dept) / Health Resources Administration,DOH HR HIR Maintenance,DOH Hawaii Immunization Registry (HIR),,largeBusinessBenefit,lowProjectRisk,,,,,
be2e8dbf-71b0-44a2-b46a-3b43ee0e775d,Health (Dept) / Health Resources Administration,DOH HR Learning Management System (TRAIN),DOH Emergency Response Support Systems,,littleBusinessBenefit,lowProjectRisk,,,,,
82bae2a1-199a-46ef-ae36-f9deb8b238be,Health (Dept) / Health Resources Administration,DOH HR Maven - Disease Surveillance COTS,DOH Electronic Disease Surveillance System,,significantBusinessBenefit,moderateProjectRisk,,,,,
9c502dc9-b290-4f53-ba6f-872311839273,Health (Dept) / Health Resources Administration,DOH HR Medical Marijuana Registry Enhancements,DOH Medical Marijuana client registry,,largeBusinessBenefit,moderateProjectRisk,,,,,
2b3d64ae-5b4b-434e-ab32-9da4714f072b,Health (Dept) / Health Resources Administration,DOH HR MEDICOM Infrastructure Relocation,DOH HI Emergency Medical Svc Info Management System (HEMIS),,littleBusinessBenefit,highProjectRisk,,,,,
8c69e0ac-e9ac-4d31-b99c-8e0e2c967f5b,Health (Dept) / Health Resources Administration,DOH HR STD Aids Surveillance System,,,largeBusinessBenefit,moderateProjectRisk,,,,,
4de651dd-1838-4dc0-935c-c5b8bea475a8,Health (Dept) / Health Resources Administration,DOH HR Trauma Patient Registry Lic. & Maint Support,Trauma Registry,,largeBusinessBenefit,moderateProjectRisk,,,,,
a92c853c-0c54-4819-a76d-fd8330893bd5,Health (Dept) / Health Resources Administration,DOH HR WIC Management Information System Hosting and Maint Support,"Women, Infant Child (WIC) Food vouchering system (HiWIC)",,significantBusinessBenefit,moderateProjectRisk,,,,,
5dd2aa45-33a2-4739-856b-5d9f929de059,Health (Dept) / Health Resources Administration,Re-engineer Vital Records Management Info System,,,,,,,,,
8c39254c-d44a-4582-8eef-1ea2f88d2681,Human Resources Development (Dept) / Employee Claims Division,ECD Paperless Initiative,,,,,,,,,
800133a4-f21e-40d4-a65b-2813dd55194f,Human Resources Development (Dept) / Employee Claims Division,FAMIS Printing Project,,,,,,,,2018-11-30,
08ddbbac-95df-4359-8441-c9c8b67958d3,Human Resources Development (Dept) / Employee Claims Division,HRMS and SharePoint Integration Project,HiMod PeopleSoft HRMS,,,,,,,,
8a041446-28e0-49d2-9e53-2055bc977e83,Human Resources Development (Dept) / Employee Claims Division,NavRisk Evaluation Pilot Project,,,,,,,,,
21521812-b163-4738-977e-95f302483631,Human Resources Development (Dept) / Employee Relations Division,Content Library Maintenance,,,,,,,,,
c4b39f07-202a-472c-8b7e-e855d7e64a93,Human Resources Development (Dept) / Employee Relations Division,Customer Relationship Management (CRM) Solution Evaluation,,,,,,,,,
b04d9388-172d-4e32-8c59-ef3efaae228a,Human Resources Development (Dept) / Employee Relations Division,Develop HRMS,HiMod PeopleSoft HRMS,,,,,,,,
23b50596-a1ab-4db1-a7bd-5440d9cdc864,Human Resources Development (Dept) / Employee Relations Division,Enterprise Learning Management System - Pilot Phase,Enterprise Learning Management System (LMS),,,,,,,,
e6bb8438-4ca7-4f15-b48b-28c8539d5f13,Human Resources Development (Dept) / Employee Relations Division,Learning Management System (LMS),Enterprise Learning Management System (LMS),,,,,,,,
f84489ed-b3d0-445e-b577-474b2e90dbb0,Human Resources Development (Dept) / Employee Staffing Division,NeoGov Applicant Tracking - April 2017 to March 2018,NeoGov,,,,,,,,
15419a5a-d8fd-42a8-ac97-28bfdeb01c03,Human Resources Development (Dept) / Employee Staffing Division,NeoGov Applicant Tracking System - April 2019 to March 2020,NeoGov,,,,,,,,
b8dde108-4ae4-4980-83dd-ce18dacfa429,Human Resources Development (Dept) / Employee Staffing Division,NeoGov Applicant Tracking System - April 2020 to March 2021,NeoGov,,,,,,,,
68c5a9db-e201-4463-a60a-6aa2e80d5460,Human Resources Development (Dept) / Information Systems Office,DHRD SharePoint Information Portal - aka DHRD Intranet,,,,,,,,,
a470c688-d2d2-4949-8c68-16ef31cf860d,Human Resources Development (Dept) / Information Systems Office,HRDNet Desktop Refresh,,,,,,,,,
7eb758e2-6518-4d5a-a23e-ee5a2789b083,Human Resources Development (Dept) / Information Systems Office,HRMS Support Renewal,HiMod PeopleSoft HRMS,,,,,,,,
37b44819-9507-43b5-87ea-cf981f218829,Human Resources Development (Dept) / Information Systems Office,HRMS Support Renewal FY20,HiMod PeopleSoft HRMS,,,,2019-03-01,,,,
4845d094-8dfe-45d8-8519-267ef6d83845,Human Resources Development (Dept) / Information Systems Office,HRMS Support Renewal FY21,HiMod PeopleSoft HRMS,,,,2020-03-01,,,,
aeef891b-3964-4bb0-aa73-814fe4ffa708,Human Resources Development (Dept) / Information Systems Office,Inventory Control System,,,,,,,,,
c6960a47-be52-4092-be55-1abe1dd9aebc,Human Resources Development (Dept) / Information Systems Office,PeopleSoft Extended Enterprise License Support Renewal,HiMod PeopleSoft HRMS,,,,,,,,
e80f25fd-285b-49d4-895f-2b94068f9b3c,Human Services (Dept),Support & Maintenance: Case Expert Software System,CaseExpert,green,significantBusinessBenefit,lowProjectRisk,2020-06-15,,,,
7aa641c9-e4a8-45bf-b472-0040db1d9838,Human Services (Dept) / Benefits Employment and Support Services Division,AIS Project,Child Protective Services (CPSS) Case Management System;HANA,green,littleBusinessBenefit,moderateProjectRisk,2019-10-31,2020-01-02,,,
d60558d6-eacf-4317-b54a-0033f552b088,Human Services (Dept) / Benefits Employment and Support Services Division,Application Infrastructure,,,,,,,,,
caf91110-46e6-428c-a366-45f6ebf8ccba,Human Services (Dept) / Benefits Employment and Support Services Division,BES IT Modernization,Benefits Eligibility System (BES),,significantBusinessBenefit,severeProjectRisk,,,,,
ecab6cd9-1259-49b6-a122-5f4d811791c2,Human Services (Dept) / Benefits Employment and Support Services Division,Business Process Re-Engineering consultation and cloud-based task tracking service,,,,,,,,,
425a672b-50c4-4f17-b41a-50c0bf3defbb,Human Services (Dept) / Benefits Employment and Support Services Division,Cares Act Projects,HANA;P-EBT Status Portal,,significantBusinessBenefit,moderateProjectRisk,2020-05-15,,,,
16e1aae7-91e4-4520-b3ec-8839e20de227,Human Services (Dept) / Benefits Employment and Support Services Division,HANA Consultant Services,HANA,,littleBusinessBenefit,moderateProjectRisk,,,,,
ee953d72-2802-46ba-9bbd-e0b554b6320c,Human Services (Dept) / Benefits Employment and Support Services Division,"HANA Enhancement, Maintenance and Operations",HANA,,,,,,,,
2670a6b0-ca21-4610-a1b2-a516d9641ca9,Human Services (Dept) / Benefits Employment and Support Services Division,"HAWI Enhancement, Maintenance and Operation",HAWI Legacy Benefits Eligibility System,,,,,,,,
ac942058-d7c6-4038-9ec1-495823e5bc60,Human Services (Dept) / Benefits Employment and Support Services Division,HMS903FA-01 BESSD cost allocation for the Benefit Eligibility System (BES) and Enterprise Platform.,,,,,,,,,
f1fa4a8c-cf25-4f22-af16-8c520d401080,Human Services (Dept) / Director's Office,DHS Complaints Log,,,,,,,,,
3533f04b-dc83-4374-8321-85f50c2ae9b5,Human Services (Dept) / Division of Vocational Rehabilitation,Aware - Phase 2 - Group Authorization,Vocational Rehabilitation,,,,,,,,
977209ce-0187-4ac1-9b9d-d9e58c8fed4e,Human Services (Dept) / Division of Vocational Rehabilitation,Aware-Akamai Phase 2 - Contract Module,Vocational Rehabilitation,,,,,,,,
80fe861a-14fe-4d1d-90bb-780da4607818,Human Services (Dept) / Med-QUEST Division,904AA-07 Contract for services to assist Program Management Office PMO,,,,,,,,,
6257ce16-f92f-4f90-8c6c-c47870fd6b89,Human Services (Dept) / Med-QUEST Division,Contract Extension: Turnover of KOLEA Application M&O,KOLEA,,,,,,,,
53758307-6538-4a1b-b15a-1730784ef41f,Human Services (Dept) / Med-QUEST Division,DHS Enterprise Platform Software License Subscription and Support Renewals,KOLEA,,,,,,,,
0a13ddeb-e016-4321-98a2-98a160dda8ad,Human Services (Dept) / Med-QUEST Division,Eligibility Branch - Improve Customer intake,,,,,,,,,
9ab2554c-b194-4159-a358-a55214f6e84f,Human Services (Dept) / Med-QUEST Division,HMS902IA-02 Funding for DHS Enterprise System Maintenance and Operations (M&O),KOLEA,,,,,,,,
01495470-777b-4907-9fee-51d37f75f068,Human Services (Dept) / Med-QUEST Division,Improve Customer intake,,,,,,,,,
d31fd766-0e8f-4451-b2cc-6dba5e822bd8,Human Services (Dept) / Med-QUEST Division,Information Security Assessment,,,,,,,,,
1813da83-4948-4ec5-9cc6-93c4e8212bf8,Human Services (Dept) / Med-QUEST Division,KOLEA Enterprise Solutions Integrator (ESI),KOLEA,,littleBusinessBenefit,moderateProjectRisk,,,,,
6d9fa46b-717b-4947-b7e7-3f9f7a7a4033,Human Services (Dept) / Med-QUEST Division,Mature Data Analytics and Analytics,,,,,,,,,
345b0ba1-e0e7-4111-930d-c582f4cb2134,Human Services (Dept) / Med-QUEST Division,Medicaid Information Technology Architecture State-Self Assessment,,,,,,,,,
f41534f8-8650-40a9-9a66-e33c658c3edd,Human Services (Dept) / Med-QUEST Division,MQD KOLEA Application Support (M&O),KOLEA,,significantBusinessBenefit,moderateProjectRisk,,,,,
56712785-4a31-42c5-8c93-d8f1127f9dc2,Human Services (Dept) / Med-QUEST Division,Patience Diagnosis Grouping,,,largeBusinessBenefit,moderateProjectRisk,,,,,
f98a3ba6-44d0-47bd-8e41-8f4107904fed,Human Services (Dept) / Office of Information Technology,ADOBE Forms & Sites,,,,,,,,,
1c2316cc-66f7-470e-8506-84925aaf3a37,Human Services (Dept) / Office of Information Technology,Budgeted vs Actual System,,,,,,,,,
c5c9fa4f-278f-4978-8c47-aee700560675,Human Services (Dept) / Office of Information Technology,DHS Enterprise Compliance and Security,KOLEA,,,,,,,,
59430899-4b0e-46ea-b1fa-1a74611d49ab,Human Services (Dept) / Office of Information Technology,DHS Enterprise Platform Infrastructure Refresh (Hardware),KOLEA,,,,,,,,
362d87a5-34b5-4eb7-b5e7-90d4df6c7f68,Human Services (Dept) / Office of Information Technology,DHS Software License Subscription and Support Renewals,KOLEA,,,,,,,,
db7ee816-c055-41cf-bb25-bbf41126d6aa,Human Services (Dept) / Office of Information Technology,DHS Worker Portal,,,,,,,,,
91fa9cf7-70ae-47b9-b579-73bc1910cb21,Human Services (Dept) / Office of Information Technology,HMS904AA-02 Funds for DHS Information Security and Privacy Compliance - Maintenance for Security Software,,,,,,,,,
3ec30393-9327-46d0-b808-4f636bed14d6,Human Services (Dept) / Office of Information Technology,IBM Software Licenses,HAWI Legacy Benefits Eligibility System,,largeBusinessBenefit,lowProjectRisk,,,,,
ca17fb0a-ea3c-4033-9d85-b96b027958d6,Human Services (Dept) / Office of Information Technology,IT Training/ Knowledge Transfers,,,,,,,,,
edfa83eb-99ae-423e-9f92-3a97650316e8,Human Services (Dept) / Office of Information Technology,Migrate DHS Enterprise Platform to Cloud,,,,,,,,,
32d99785-1985-4dd8-a4d9-4fed2c7a7392,Human Services (Dept) / Office of Information Technology,Network Support,,,,,,,,,
d014e8d6-f775-441a-9c92-44f898c5df46,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - Consulting Services,,,,,,,,,
a3970335-284f-4c11-8265-68fb19ea5290,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - Device Management,,,,,,,,,
19bf9acb-9aa9-4080-9a57-a4c108adf5a3,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - DR Fortress Infrastructure,,,,,,,,,
6cb5f0eb-b1a6-4841-b913-d18269a2cf1d,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - Infrastructure Monitoring,,,,,,,,,
7a9a7caf-efc5-4ea8-9786-38f307c3c263,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - LB Data Center,,,,,,,,,
59666d77-fb11-4e6f-bb30-54333a55e192,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - Mobility,,,,,,,,,
94070792-68d8-4822-8e51-a1fc090b5568,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - Network Security,,,,,,,,,
fed22378-f668-42b5-8395-682d1d82e9c7,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - Planned Enhancements,,,,,,,,,
5c1d12cf-afb7-4d2a-b7d9-1e1f8a472b2e,Human Services (Dept) / Office of Information Technology,Refresh Network Infrastructure - VOIP,,,,,,,,,
4b481889-25a2-4384-ade0-03c41460a65b,Human Services (Dept) / Office of Information Technology,Refresh Unit Infrastructure/Desktops,,,largeBusinessBenefit,lowProjectRisk,,,,,
2e55f948-7a34-4eb5-9de8-000ad0e7b056,Human Services (Dept) / Office of Youth Services,HYCF Case Management Application,,,,,,,,,
98742a55-71bc-4c30-a4cd-ae4cc8f056aa,Human Services (Dept) / Office of Youth Services,HYCF Security Camera infrastructure Refresh,,,,,,,,,
ce3aa4ed-4384-4382-9351-6e08cb90c3df,Human Services (Dept) / Social Services Division,CPSS Operations and Maintenance,Child Protective Services (CPSS) Case Management System,,significantBusinessBenefit,lowProjectRisk,,,,,
a8dfe59d-ca3a-4da2-b9ca-c353ad1d4c15,Human Services (Dept) / Social Services Division,SSD IT Modernization Project,SSD IT Modernization,,significantBusinessBenefit,severeProjectRisk,,,,,
a88c2837-90df-488a-b70c-b4c4bfbc06ff,Labor and Industrial Relations (Dept) / Disability Compensation Division,Disability Compensation Modernization Project (eCMS),eCMS,yellow,significantBusinessBenefit,severeProjectRisk,,,,,
f44a18f7-84a2-408d-9017-1465bba51221,Labor and Industrial Relations (Dept) / DLIR IT,Backup (Local & remote),,,littleBusinessBenefit,lowProjectRisk,,,,,
b82760ae-60c4-4451-8256-fe81e7fd1d15,Labor and Industrial Relations (Dept) / DLIR IT,CAS Maintenance - Yearly,Cost Accounting System (CAS),green,,lowProjectRisk,,,,,
1479d382-f92e-4df8-8e29-0eb710957255,Labor and Industrial Relations (Dept) / DLIR IT,DLIR PC Refresh,,,,,,,,,
80eb8d1d-6368-45e6-be25-2253cd2b31ae,Labor and Industrial Relations (Dept) / DLIR IT,Fraud Detection System,Unemployment Insurance Benefits System (UIB),,,,,,,,
b47e94d0-a95d-4ae8-b60d-b9fafed5b8bb,Labor and Industrial Relations (Dept) / DLIR IT,Server 2008 upgrade to Server 2012+,,,,,,,,,
5a723ca1-bbc0-4682-9790-077fd5fcb11e,Labor and Industrial Relations (Dept) / DLIR IT,SESA Upgrade or Replacement,SESA,,,,,,,,
a72fba50-6a3f-4860-a315-a2888b052dfe,Labor and Industrial Relations (Dept) / DLIR IT,Software License Annual Renewals,,green,,lowProjectRisk,,,,,
3e85c7cb-cfe7-41cf-8d17-cfa2d0fded8e,Labor and Industrial Relations (Dept) / DLIR IT,UPS,,,,,,,,,
49cc9d14-5b00-4731-a4df-6b6bb561913f,Labor and Industrial Relations (Dept) / DLIR IT,Versastack,,,,,,,,,
64f5fbad-1d06-4083-8c91-1d6a1889cfd5,Labor and Industrial Relations (Dept) / DLIR IT,VOIP and IDF (Intermediate Distribution Frame) Closet Relocation,,green,littleBusinessBenefit,lowProjectRisk,,,,,
a79ed338-b16f-4c6e-8c01-d65ca3de44f9,Labor and Industrial Relations (Dept) / Hawaii Civil Rights Commission Division,Hawaii Civil Rights Commission Case Management System,Hawaii Civil Rights Commission (HCRC) Database Application,yellow,significantBusinessBenefit,moderateProjectRisk,,,,,
16b63d1d-b7c3-48ab-a269-3c0cae2328e3,Labor and Industrial Relations (Dept) / Hawaii Occupational Safety and Health,Boiler & Elevator Inspection Management System,Inspection and Permitting System,yellow,significantBusinessBenefit,moderateProjectRisk,,,,,
b0fcd55f-1157-43bd-bc07-91c9c53efd67,Labor and Industrial Relations (Dept) / Office of Community Services,Community Service Block Grant Linkages Support,,,,,,,,,
130c3d2c-1654-40a6-8068-2deddee9ee2a,Labor and Industrial Relations (Dept) / Unemployment Insurance Division,Assessment of current UI Mainframe Systems for redesign,,,largeBusinessBenefit,moderateProjectRisk,2018-10-01,2019-02-01,,,
362e9126-6d21-4b61-bc78-e7edffde1d11,Labor and Industrial Relations (Dept) / Unemployment Insurance Division,Employer and Misclassified Worker Web Application,Quarterly Wage Reports System (QWRS),,,,,,,,
696fedcc-8ac1-4e6f-881c-7462b76d9b07,Labor and Industrial Relations (Dept) / Unemployment Insurance Division,LEP and Benefit Claims Web Maintenance,Unemployment Insurance Benefits System (UIB),green,,lowProjectRisk,,,,,
af59898d-1463-45f4-bbbd-a21ea279691b,Labor and Industrial Relations (Dept) / Unemployment Insurance Division,Risk Assessment and Business Continuity Strategy,,,,,,,,,
b5eda4f3-0201-47d7-9638-7615853b7da6,Labor and Industrial Relations (Dept) / Unemployment Insurance Division,UI Mainframe System Redesign,Unemployment Insurance Consortium System (UICS),green,significantBusinessBenefit,highProjectRisk,,,,,
727c386a-20e8-4d5a-96f4-e000c9b15e9a,Labor and Industrial Relations (Dept) / Wage Standards Division,Wage Standards Division Information Management System (WSDIMS),Certificate of Age Registration System (CARS);Wage Standards Division Information Management System (WSDIMS),,,,2019-01-01,,,,
0769ac10-97cc-484f-9024-63c585de4f50,Labor and Industrial Relations (Dept) / Workforce Development Council,HireNet Hawaii Maintenance,Workforce Management Information System (HireNet),,,,,,,,
e59115cb-d71e-44a9-bbd6-bf7c44b56708,Labor and Industrial Relations (Dept) / Workforce Development Council,HireNet Hawaii Maintenance FY2021,Workforce Management Information System (HireNet),,largeBusinessBenefit,moderateProjectRisk,,,,,
05b684db-6f52-44c5-9cf8-eadeffed676f,Labor and Industrial Relations (Dept) / Workforce Development Council,New Eligible Training Provider Website,Workforce Management Information System (HireNet),green,significantBusinessBenefit,moderateProjectRisk,,,,,
06240823-6190-4e13-9a6b-623a251d370d,Labor and Industrial Relations (Dept) / Workforce Development Council,Online Referral System,Referral System,green,significantBusinessBenefit,lowProjectRisk,,,,,
33de6fca-f9ca-4ebe-89f3-544c37f34d97,Labor and Industrial Relations (Dept) / Workforce Development Division,IV&V - Disability Compensation Modernization Project (eCMS),eCMS,green,,highProjectRisk,,,,,
2b6bcebd-a8b1-478f-8ac2-1a85b5ea0a86,Labor and Industrial Relations (Dept) / Workforce Development Division,Workforce Management Information System and Database,Workforce Management Information System (HireNet),,,,,,,,
a53355d8-c157-4dde-8a01-b53ac9238daf,Land & Natural Resources (Dept),Commission on Water Resource Management,Water Resource Information Management System,,,,,,,,
c41f4f51-e50d-495f-b0b2-bf9928a52914,Land & Natural Resources (Dept) / Aquatic Resources (DAR),Aquatic Resources Division,Aquatic Resources Geo-Referenced Database,,,,,,,,
59ec3cb3-eaea-4e1f-addb-ab80c392c8b9,Land & Natural Resources (Dept) / Aquatic Resources (DAR),Aquatics Special Activity Permit System,Aquatics Special Activity Permit System,,,,,,,,
b825f839-0ba3-4371-bcb2-e754a6c30146,Land & Natural Resources (Dept) / Aquatic Resources (DAR),Water Resources Hydrologic Analysis,Commission on Water Resource Management Hydrologic Analysis,,,,,,,,
861512fd-331c-42ef-b659-0de2a5dd0a07,Land & Natural Resources (Dept) / Boating and Ocean Recreation (DOBOR),Boating Accounts Receivable System,Boating Accounts Receivable System,,,,,,,,
aa83f0fc-fc2d-45fc-b379-d3366602cf4b,Land & Natural Resources (Dept) / Bureau of Conveyances,Bureau Image Inspection and Enhancement Services of Official Records Phase III,,,,,,,,,
8f22d9eb-57db-45c5-a9bd-0f3960ab1cda,Land & Natural Resources (Dept) / Bureau of Conveyances,Bureau Land Records Management System,Bureau of Conveyances Land Records Management System,,,,,,,,
7aafa43d-1675-4757-898f-23ac97daf4af,Land & Natural Resources (Dept) / Bureau of Conveyances,Bureau of Conveyances Records Digitization and Maps Phase II,,,,,,,,,
5823f10e-7686-46cc-903f-861efb806bc4,Land & Natural Resources (Dept) / Bureau of Conveyances,Bureau of Conveyances Records Digitization Phase I,,,,,,,,,
8754fc48-f145-43bc-b1ac-06256f70453b,Land & Natural Resources (Dept) / Conservation and Resources Enforcement (DOCARE),Enforcement Hawaii Hunter Education Safety Course,Conservation & Resources Enforcement Hawaii Hunter Education Safety Courses,,,,,,,,
bb49ac72-3a1f-4b7b-b9d4-0acb2be8ec4a,Land & Natural Resources (Dept) / Conservation and Resources Enforcement (DOCARE),Enforcement Records Management System,Conservation & Resources Enforcement Records Management System,,,,,,,,
b2ac19ad-8802-4656-8f01-a8174cdb8bb3,Land & Natural Resources (Dept) / Engineering Division (ENG),Engineering National Flood Insurance Program,National Flood Insurance Program Flood Hazard Assessment Tool,,,,,,,,
d1744623-ad65-4573-b93a-a5a04e1318a7,Land & Natural Resources (Dept) / Engineering Division (ENG),Engineering Regulated Dam Safety Program,Engineering Regulated Dam Safety Program,,,,,,,,
1147ba41-3afb-4e04-b525-52ce2dbcf973,Land & Natural Resources (Dept) / Forestry and Wildlife (DOFAW),Forestry Accounting Information Management System Application Support,,,,,,,,,
d52898e2-5652-4d99-8531-85995f09a3b1,Land & Natural Resources (Dept) / Forestry and Wildlife (DOFAW),Forestry Collection Permit Upgrade to GIS,Forestry GIS Collection Permit Database,,significantBusinessBenefit,lowProjectRisk,2019-06-13,,,,
5a4a6f4a-cd54-4629-8e42-8e1cf9fc1eed,Land & Natural Resources (Dept) / Forestry and Wildlife (DOFAW),Forestry Hawaii Mobile Hunting & Trails Recreation Application,Forestry Hawaii Mobile Hunting & Trails Recreation Application,,,,,,,,
1037f788-eb57-4fb7-b17b-2360dadeafa6,Land & Natural Resources (Dept) / Forestry and Wildlife (DOFAW),Forestry WebGIS Services,,,,,,,,,
c528ea25-1a0f-47e8-ab77-72f438a92a1a,Land & Natural Resources (Dept) / Historic Preservation Division (SHPD),Historic Preservation Digitization of Records,,,,,,,,,
