id,name,ownerAgencyName,successors,leadingBusinessCapability,businessCriticality,functionalFit,technicalFit,lifecycle:plan,lifecycle:active,lifecycle:endOfLife,timeTag,hostingTypeTag,majorInformationSystemsTag
4d1120be-2975-4e3a-b016-9c7f8cece125,OAH - Online Decisions,Commerce & Consumer Affairs (Dept) / Office of Administrative Hearings (OAH),,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,adequate,,,,Invest,,
bc45b075-87d7-4238-8f06-5726735511ec,ISCO - ServiceDesk,Commerce & Consumer Affairs (Dept),,Government Wide Support / Information Technology,businessOperational,adequate,adequate,,,,Invest,@On Premise,
4379b657-d062-4678-80e2-bfc841418897,Apprenticeship Data Management System (ADMS),Labor and Industrial Relations (Dept) / Workforce Development Division,,Department Budget Areas / Employment / Employment - Case Management,businessOperational,insufficient,insufficient,,,,Migrate,@On Premise,
911079e1-342f-4c38-bac3-be1212210c5f,Asset Management System,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Planning,businessOperational,insufficient,adequate,,,,Tolerate,@On Premise,
472a5fd0-7ee7-4e01-966e-15ea3b5cda0e,ITRS Helpdesk,Enterprise Technology Services / Systems Services Branch,,Government Wide Support / Information Technology / Help Desk,businessCritical,adequate,adequate,,,,Invest,@On Premise,
2227b595-926c-46fa-b7d8-26f9d0575698,DOH Document Management System,Health (Dept) / Administrative Services Office,,Government Wide Support / Information Technology / Document Management,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
aba37346-b622-4cb5-aded-c0c7774ce7db,DO - Personnel - Electronic Leave System (ELS),Commerce & Consumer Affairs (Dept) / Director's Office,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessCritical,adequate,poor,,2002-01-01,,Migrate,@On Premise,
3a6b7fea-18c3-42ec-a4d9-0c7b76ab9f77,Hawai`i Agricultural Food and Products Database,Agriculture (Dept) / Agricultural and Market Development,,Department Budget Areas / Economic Development,businessCritical,adequate,excellent,,2019-10-01,2028-11-01,Invest,@On Premise,
e1366e93-6475-4f7f-9dbc-7f6bead82ff5,PVL - REB - CPR,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessCritical,adequate,poor,,,,Migrate,@On Premise,
ad8274f3-28df-416c-9a41-4d7a2bdddbf3,DOH Environmental Impact Statement (EIS) Management Information System,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,businessCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
72dd879a-4553-4df7-bd11-09797d15fd40,BUF - OFAM - Federal Awards Form Workflow,Budget & Finance (Dept) / Office of Federal Awards Management,,Government Wide Support / Financial Management / Financing,businessCritical,adequate,adequate,,2017-07-03,,Invest,@On Premise,
c48394e0-1d4e-4adb-a12b-12d63e5280b8,BUF - FAD - Unclaimed Properties Application,Budget & Finance (Dept) / Unclaimed Property Program,,Customer/Citizen Relationships / Self Service,missionCritical,adequate,adequate,,2013-11-29,,Invest,Co-Located,
98e10eee-b8a4-4b7e-b761-aa64972dd31c,Complaint Log,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Maintenance,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
1311e887-596d-4e92-8289-46967fc40f51,Highways AS/400,Transportation (Dept) / Highways Division,,Government Wide Support / Financial Management / Comprehensive or Multi-Purpose FMS,businessCritical,adequate,poor,,,,Migrate,@On Premise,
f3997c0c-a5b4-46df-9536-852da95c905d,NeoGov,Human Resources Development (Dept) / Employee Staffing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2015-01-01,,Invest,SaaS,
9dcc157a-4c18-4d04-bd94-08ec81f8484f,HWY Budget Expend Plan,Transportation (Dept) / Highways Division,,Government Wide Support / Financial Management / Budgeting,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
e1027152-39a6-4ade-a9be-f745cd9c3928,OAH - Salesforce Case Management,Commerce & Consumer Affairs (Dept) / Office of Administrative Hearings (OAH),,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,excellent,,,,Invest,PaaS,
012ef1f3-58b0-451e-8375-8181469543f5,DOH Birth Defects Registry,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,businessOperational,insufficient,adequate,,2017-06-23,,Tolerate,@On Premise,
c18bb6fe-cb16-4c2a-a966-810143414486,Motor Vehicle Safety MCV Card database,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Operations,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
664c03a5-e610-437c-8f1d-4020a10d38de,Safe Drinking Water Information System,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,businessCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
5fee974f-13e6-4782-8997-e3d62998abf7,PVL - REB - Condo Developers Public Reports,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,poor,,,,Migrate,,
46301e3f-0eda-4d79-8098-0def5733f887,BREG - Register a New Business or Name,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,Co-Located,
e7eb2445-f8d2-481a-af30-f1d206537127,DO - HPEAP - Online Transcript Ordering System,Commerce & Consumer Affairs (Dept) / Insurance Division,,Department Budget Areas / Individual Rights / Service Regulation,businessOperational,adequate,insufficient,,2016-08-08,2019-08-01,Migrate,Co-Located,
0bbd2f26-bb9c-4272-891a-ed811d3b0325,Disaster Unemployment Assistance (DUA),Labor and Industrial Relations (Dept) / Unemployment Insurance Division,,Department Budget Areas / Employment / Employment - Benefit Payouts,businessOperational,insufficient,insufficient,,,,Migrate,@On Premise,
04368dd3-bd1f-4390-a32c-bdc41e477335,DOH Employee and Position Management System (HRMS),Health (Dept) / Administrative Services Office,,Government Wide Support / Human Resources,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
979c43b5-98bc-4fae-99b2-9e99385b4d39,DOH HI Emergency Medical Svc Info Management System (HEMIS),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Emergency Medical Services,missionCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
d61ca60d-cc78-49d6-b1c4-969a442df638,DOH Child Adolescent Mental Health Information System,Health (Dept) / Behavioral Health Administration,,Department Budget Areas / Health / Behavioral Health - Case Management,businessCritical,adequate,insufficient,,2017-06-23,,Migrate,PaaS,
63e0d833-72f4-4308-a8cf-9679c0f31e10,Design Cadastral database,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,poor,,,,Migrate,@On Premise,
97cbbcb7-6f31-4097-a661-95420bc77345,Mainframe VPN,Enterprise Technology Services / Systems Services Branch,,Government Wide Support / Information Technology / Security,businessCritical,adequate,insufficient,,,,Migrate,@On Premise,
92462076-bd60-4b0d-9aae-46ae38665bc6,DFI - NMLS Licensees,Commerce & Consumer Affairs (Dept) / Financial Institutions,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessCritical,adequate,poor,,,,Migrate,@On Premise,
8978651a-2e1d-446d-b5a3-c09297915132,DOH Legislative Tracking System (LTS),Health (Dept) / Administrative Services Office,,Department Budget Areas / Health,businessOperational,adequate,adequate,,2017-06-23,,Invest,@On Premise,
342af765-2ac7-4369-bade-dcc7a9596422,Highways Letter Log,Transportation (Dept) / Highways Division,,,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
3b53d228-9e5c-4e8f-b0ab-693f3b73b44b,Aquatic Resources Geo-Referenced Database,Land & Natural Resources (Dept) / Aquatic Resources (DAR),,,businessOperational,excellent,excellent,,,,Invest,PaaS,
aea65966-03a1-4787-a500-a55fe9cdcd71,Work Opportunity Tax Credit (WOTC),Labor and Industrial Relations (Dept) / Workforce Development Division,,Department Budget Areas / Employment / Employment - Case Management,businessOperational,insufficient,insufficient,,,,Migrate,@On Premise,
ed425ee3-9030-485c-87da-6682699a8187,Telehealth Initiatives,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Physical Health - Case Management,businessOperational,insufficient,insufficient,,2018-10-24,,Migrate,TBD - Future,
2133f936-ce44-4aa7-9120-45572a9fa106,DOH Emergency Response Support Systems,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Disease Outbreak Surveillance,businessOperational,adequate,adequate,,2017-06-23,,Invest,SaaS,
23a99451-a673-46c0-ad85-97871f50e595,Department of Agriculture Website,Agriculture (Dept),,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2019-10-01,2028-11-01,Invest,@On Premise,
81680eef-1774-483a-8c49-3ca6f69bf3b0,RICO/OCP - Complaint History Report,Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,poor,,,,Migrate,,
54dc1cb8-204b-4931-a7fd-615d44e8e0f6,DOH Leave Tracking System and Payroll Reporting,Health (Dept) / Administrative Services Office,,Government Wide Support / Human Resources,administrativeService,adequate,insufficient,,2017-06-23,,Eliminate,@On Premise,
3a0f39ea-d216-419c-a280-e43acd1d6949,DOH Inventory Management and Track System (IMATS),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Disease Outbreak Surveillance,businessOperational,adequate,adequate,,2017-06-23,,Invest,SaaS,
5b0b9c9c-6df1-4a9e-9385-1d6fb3ba345a,Office 365 Generic User Licensing,Defense (Dept) / Administrative Support Office,,,businessCritical,adequate,adequate,,2018-05-18,,Invest,SaaS,
05c37859-5306-40ac-b4ef-9fff994f1e5b,DOH FAMIS/ DataMart Financial Reporting System,Health (Dept) / Administrative Services Office,,Government Wide Support / Financial Management / Financial Reporting,businessOperational,adequate,insufficient,,2017-06-23,,Migrate,@On Premise,
4772a491-de7a-4ef7-98d8-031f65a55285,DOH Children w/Special Health Needs,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,businessCritical,insufficient,insufficient,,2017-08-29,,Migrate,@On Premise,
dc5a83c7-847c-4f5e-a52d-217a1ad703a3,INS - NIPR - Licensing Renewal,Commerce & Consumer Affairs (Dept) / Insurance Division,,Customer/Citizen Relationships / Self Service,businessOperational,adequate,poor,,,,Migrate,IaaS,
42da1945-889b-4795-8e7a-5da6a9cba621,DOH End User Device and Desktop Software Support Services,Health (Dept) / Administrative Services Office,,Government Wide Support / Information Technology / Infrastructure,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
2326e576-6bbd-4b9c-8523-53b4213e6834,ISCO - Request for Action (RFA),Commerce & Consumer Affairs (Dept) / ISCO,,Government Wide Support / Information Technology / Enterprise Applications,businessCritical,adequate,poor,,1999-01-01,,Migrate,@On Premise,
ed7ecbf2-679a-4b48-9647-259cd489cff3,WAN LAN Network Environment Support,Health (Dept),,Government Wide Support / Information Technology / Infrastructure,businessCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
891e0ebc-af8b-4eab-96c8-5175878a5289,Virtual and Physical Servers Environment Support,Health (Dept),,Government Wide Support / Information Technology / Infrastructure,missionCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
5d70d465-68a4-4232-ae3d-154a61695cb8,Water Resource Information Management System,Land & Natural Resources (Dept),,Department Budget Areas / Environmental Protection,businessCritical,adequate,adequate,,,,Invest,Co-Located,
0e437f8a-c8ac-462b-b319-18b0545acba3,WIC electronic benefits,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,missionCritical,adequate,adequate,,2019-03-01,,Invest,SaaS,
eba3ae81-805e-455b-8802-33ba8e86be68,WinSTRUDL,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
35f52a30-d20c-4472-b06b-6c86b7c0fa77,WMS,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
1a4d21b5-6ddc-4e68-8008-5041a08d4e25,DOH Hawaii Immunization Registry (HIR),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Disease Outbreak Surveillance,businessCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
7939c6ca-9728-42c6-a47b-7ce9389be8be,DOH New Born Screening (Metabolic and Hearing),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,businessOperational,adequate,adequate,,2017-06-23,,Invest,@On Premise,
49496baa-8c25-46ef-a3ee-2d46d120259b,OCP - Public Sale Notice,Commerce & Consumer Affairs (Dept) / Office of Consumer Protection,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,insufficient,,2012-08-30,,Migrate,Co-Located,
0ab6b39b-4b16-4cbf-ab84-c7cedd3df5a7,Hoakoa Antesto Case Management,Defense (Dept) / State Office of Veteran Services,,Government Wide Support / Information Technology / Document Management,businessCritical,adequate,adequate,,2019-01-01,,Invest,SaaS,
4afe4eb3-5c28-4da0-8808-5e8adb1dd823,portal.ehawaii.gov (HIC),Enterprise Technology Services / Technology Support Services Branch,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2019-01-01,,Invest,Co-Located,
426b27b5-80d4-4d38-b8eb-d2eaf071b473,Planning Branch Land Use Review Log,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Planning,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
618d3a39-62f0-458a-81a3-89edb0e2cef4,Historic Preservation Integrated Management System,Land & Natural Resources (Dept) / Historic Preservation Division (SHPD),,,missionCritical,excellent,excellent,,,,Invest,PaaS,
56e84f78-2e3e-489f-8ed5-4907b311299d,DOH Pregnancy Risk Assessment Monitoring System (PRAMS),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,businessOperational,adequate,adequate,,2017-06-23,,Invest,@On Premise,
216c2dfe-9ee3-4535-8300-48860bbcc30c,DOH Laboratory Information Management System (Starlims),Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Disease Outbreak Surveillance,businessCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
9e3e69b1-ea68-4991-b39b-e6c1b6604913,Purchase Order Generation and Pcard Reconciliation System,Health (Dept) / Administrative Services Office,,Government Wide Support / Financial Management / Accounting,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
83e17f33-a219-47f4-8ffd-8daccd635bb6,DOH Early Intervention Services,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,businessCritical,insufficient,insufficient,,2017-06-23,,Migrate,PaaS,
d4a17d28-513a-48ad-8d30-5b83a801bf9c,DOH Hazard Evaluation and Emergency Response system,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,businessCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
e5460830-d7ff-4e47-b858-ce020083fae9,DOH Hansen's STD/Aids Registry/Tracking System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Physical Health - Case Management,businessCritical,adequate,adequate,,2017-08-12,,Invest,SaaS,
b7f41d3c-9965-45c4-b8b6-181b6d3f4371,Enterprise Learning Management System (LMS),Human Resources Development (Dept) / Employee Relations Division,,Government Wide Support / Human Resources,businessCritical,excellent,excellent,,2020-03-31,,Invest,SaaS,
1f232ca2-ed51-4712-ac46-7739f2571a35,Highways Permit Log,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Operations,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
c9c102e4-2874-4b2c-ba16-a937cc93871e,InterPlot Server/ InterPlot Client,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessCritical,adequate,adequate,,,,Invest,@On Premise,
13417b3a-7f7d-4779-a485-96e11414166e,DOH Clean Water - Water Quality & Pollution Control System,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,businessCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
3902c683-2542-4c9c-a148-b0e338c7c355,DOH Medical Marijuana client registry,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Physical Health - Case Management,businessCritical,adequate,adequate,,2017-06-23,,Invest,IaaS,
407df9e8-945e-4552-9f99-2f0b91272dcf,TB Screening / Registry (TIMS/TBMIS),Health (Dept),,Department Budget Areas / Health / Physical Health - Case Management,businessCritical,adequate,insufficient,,2017-06-23,,Migrate,IaaS,
22ad9c8f-fcae-49e0-afa0-ae8cfc3c6e1c,DOH Hawaii Health Data Warehouse,Health (Dept),,Department Budget Areas / Health / Epidemiology Support Services,businessOperational,adequate,adequate,,2017-06-23,,Invest,SaaS,
b00e85b8-7e66-400b-aff1-a3675d73ad7f,Trauma Registry,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Emergency Medical Services,businessOperational,adequate,adequate,,2017-06-23,,Invest,SaaS,
eb707b58-5dfb-474c-9705-c46c8217ecd6,Unit Price Summary,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
33d619c0-6a0a-4ee6-b156-99398c3a8afc,Document Management,Attorney General (Dept),,Government Wide Support / Information Technology / Document Management,missionCritical,adequate,insufficient,,,,Migrate,@On Premise,
190d898d-2b72-44e0-af60-1fc1a8c33d1f,PVL - REB - Real Estate Continuing Education (RECE),Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,poor,,2008-08-25,,Migrate,Co-Located,
3c2e4e47-6f60-4aa3-a90e-2bd736e1bc5e,OCP - Mortgage Foreclosure Dispute Resolution (MFDR),Commerce & Consumer Affairs (Dept) / Office of Consumer Protection,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,insufficient,,2011-09-27,,Migrate,Co-Located,
026bac33-d389-4864-b872-a5f9ed7da712,RICO - State Certified Arbitration Program  Database (SCAP),Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,adequate,,2001-01-01,,Invest,@On Premise,
79f55f99-30db-418b-9413-6b67c767cc05,PVL - License Advisory Board Members Database,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessCritical,adequate,poor,,2000-01-01,,Migrate,@On Premise,
1742ed14-b963-47a8-b752-c2f130a50436,Hawaii Tech Development Corp website - htdc.org,"Business, Economic Dev & Tourism (Dept) / Hawaii Technology Development Corporation",,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2000-01-01,,Invest,IaaS,
02219987-f8a3-436a-80cc-0774c7339855,Records Management System,Public Safety (Dept) / Law Enforcement Division,,Department Budget Areas / Public Safety,businessCritical,adequate,adequate,,2010-01-01,,Invest,@On Premise,
c58d24fb-9f83-433e-a271-c02ffd17c885,DCD FileNet,Labor and Industrial Relations (Dept) / Disability Compensation Division,,Government Wide Support / Information Technology / Document Management,businessCritical,adequate,adequate,,,,Invest,IaaS,
aa5c4ef7-e913-47ab-ad70-7d2a291bb26c,DOH Environmental Health Enterprise Support Services Systems,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
e002f51d-e1f4-4f81-84d6-68467c28a176,BREG - SEC - Investment Advisors / Broker Dealers / Mutual Funds / Franchises Salesforce,Commerce & Consumer Affairs (Dept),,,businessCritical,adequate,excellent,,2019-01-15,,Invest,PaaS,
22c8e76a-6f11-453e-988e-c01926bdb1fc,Hoisting Machine Operator Certification,Labor and Industrial Relations (Dept) / Hoisting Machine Operators Advisory Board,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessOperational,adequate,adequate,,2016-09-21,,Invest,Co-Located,
bc7d31a5-7029-4e0e-b034-a43eba933a42,DOH Electronic Birth Reporting System (EBRS),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Vital Events Management Services,missionCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
575e9cab-668a-43c6-a97a-2990da9ee6a1,Conservation & Resources Enforcement Records Management System,Land & Natural Resources (Dept) / Conservation and Resources Enforcement (DOCARE),,,businessCritical,excellent,excellent,,,,Invest,Co-Located,
012ceb3c-f1ca-404a-af1d-243ceb7ae21e,Campaign Spending Commission Non-Candidate Filing,Accounting & General Services (Dept) / Campaign Spending Commission,,Government Wide Support / Policy Development,businessCritical,adequate,adequate,,,,Invest,Co-Located,
7bd5e0ca-e583-4a76-af66-f5480206445c,Traffic Work Order Log,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Maintenance,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
c2976b75-1cee-459d-9443-8a3ba7f5d579,Hilti Profis Anchor,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
14ab5619-9946-4102-822b-6a6d18f2ffd1,PVL - REB - Continuing Education System,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2018-04-24,,Invest,Co-Located,
5113c63f-0e72-4623-afc3-661107ad95a3,Highways Personnel Temporary Assignment database,Transportation (Dept) / Highways Division,,Government Wide Support / Human Resources,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
70e76d7d-43d7-4634-a6f6-ea8a7f1367b9,National Flood Insurance Program Flood Hazard Assessment Tool,Land & Natural Resources (Dept) / Engineering Division (ENG),,Government Wide Support / Property & Facilities,businessCritical,adequate,adequate,,,,Invest,@On Premise,
09bf8fc4-2c6f-43d0-afba-51d36b5eebf8,Bentley Select server for CADD,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessCritical,adequate,adequate,,,,Invest,@On Premise,
536c13cc-cb09-492c-98ac-603426b74bd6,Microstation,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessCritical,adequate,adequate,,,,Invest,@On Premise,
15a3c1e6-bd06-4c94-871d-10ce0d6b0709,Intergraph map software,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessCritical,adequate,adequate,,,,Invest,@On Premise,
34885b38-d604-4551-b441-35e84f4017f2,Traverse PC,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
71b0d6fb-a4b2-4e13-bffe-4d15d15346f1,Solid Hazardous Waste Management Information System,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,businessCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
3ff42c3c-ddd3-46da-a573-9c3fb7b2f7fd,DOH Health Care Facilities Management System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Health Related Quality Assurance and Control,businessCritical,insufficient,insufficient,,2017-06-23,,Migrate,PaaS,
ad8f7175-a750-4f10-bb78-9d8e6deb1aea,DOH Child Death Review,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
1a1d471e-7707-4e3f-aec2-4fed6c3ec3c8,Bureau of Conveyances Land Records Management System,Land & Natural Resources (Dept) / Bureau of Conveyances,,,missionCritical,excellent,excellent,,,,Invest,PaaS,
9338d451-5dbe-4c4b-b795-2416de850718,INS - NIPR - Contact Change Request,Commerce & Consumer Affairs (Dept) / Insurance Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,IaaS,
df4fb7fe-0cd7-4fda-a0d3-82a46ce95e7d,Engineering Regulated Dam Safety Program,Land & Natural Resources (Dept) / Engineering Division (ENG),,,businessCritical,adequate,excellent,,,,Invest,@On Premise,
3dc0a563-809d-422d-a390-130a708725f3,Aquatics Special Activity Permit System,Land & Natural Resources (Dept) / Aquatic Resources (DAR),,,businessOperational,excellent,excellent,,,,Invest,Co-Located,
9ce162a0-533a-4310-925e-3affee9cba5e,DOH Electronic Communicable Disease Reporting (ECDR),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Disease Outbreak Surveillance,businessCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
cbf0ea43-7399-455b-916f-fa62858d88f0,DOH Electronic Disease Surveillance System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Disease Outbreak Surveillance,businessCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
9b1102a1-2946-4576-b7eb-7dcf83353164,DOH Developmental Disabled Client Services Tracking,Health (Dept) / Behavioral Health Administration,,Department Budget Areas / Health / Behavioral Health - Case Management,missionCritical,insufficient,insufficient,,2017-06-23,,Migrate,PaaS,
f4d29555-ea9f-4975-b542-43ba753fd75d,DOH Electronic Lab Reporting (ELR),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Disease Outbreak Surveillance,businessCritical,adequate,adequate,,2017-06-23,,Invest,@On Premise,
9083a1f0-b19a-408e-924f-b1d35a9b8afd,DOH Electronic Death Reporting System (EDRS),Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Vital Events Management Services,missionCritical,adequate,adequate,,2017-06-23,,Invest,IaaS,
46ff41bd-a6e3-4c38-80e7-3d0b2b42204b,Surveillance Systems,Health (Dept),,Department Budget Areas / Health / Epidemiology Support Services,businessOperational,adequate,adequate,,2017-06-23,,Invest,@On Premise,
9e2d9f23-b3e7-4ccd-a695-2f7a179e4759,KOMANDS Financial Management System,Enterprise Technology Services / Systems Services Branch,,Government Wide Support / Financial Management / Accounting,businessCritical,adequate,adequate,,,,Invest,@On Premise,
1cf815d7-42bf-4ae7-bcc6-568fb48d9fbb,State Land Information Management System,Land & Natural Resources (Dept) / Land Division (LAND),,Government Wide Support / Archives,businessCritical,adequate,adequate,,,,Invest,@On Premise,Major Information Systems
26088976-7ee1-4cea-94e1-dbc09bbe9f94,INS - Hawaii Insurance Division System (HIDS),Commerce & Consumer Affairs (Dept) / Insurance Division,,Department Budget Areas / Individual Rights / Service Regulation,missionCritical,adequate,insufficient,,2000-01-01,,Migrate,Co-Located,
335f3d3c-34dc-4317-b5cc-bbd6c2060018,Cybersecurity Suite,Enterprise Technology Services / Security Branch,,Government Wide Support / Information Technology / Security,missionCritical,insufficient,adequate,,2019-01-01,,Tolerate,@On Premise,
ec5df5ce-b630-4606-9d94-fa289560a76d,DOH Electronic Marriage Application and License Reporting System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Vital Events Management Services,missionCritical,adequate,adequate,,2017-06-23,,Invest,IaaS,
e1940c62-4bd9-417b-9b46-59cfb38c75ef,AIR Engineering Project Tracking,Transportation (Dept) / Airports Division,,Department Budget Areas / Transportation / Transportation Operations,businessOperational,adequate,adequate,2008-07-01,2010-07-01,,Invest,SaaS,
217676fd-72ba-45ee-b885-ed89f476b55c,ISCO - Infra Doc Lib,Commerce & Consumer Affairs (Dept) / ISCO,,Government Wide Support / Information Technology / Enterprise Applications,businessOperational,adequate,poor,,2001-01-01,,Migrate,@On Premise,
89cc19c2-4941-4b04-bef5-cfbc2f0d8658,Adobe Legacy LMS,Human Resources Development (Dept) / Employee Relations Division,Enterprise Learning Management System (LMS),Government Wide Support / Human Resources,businessCritical,insufficient,adequate,,2016-01-01,2020-06-30,Tolerate,SaaS,
673a35e0-740c-4f51-89e9-f74bf2edbc97,DOT Highways Web Site,Transportation (Dept) / Highways Division,,Customer/Citizen Relationships / Self Service,businessCritical,insufficient,poor,,,,Migrate,Co-Located,
